"fabricante_oleo","modelo_oleo","viscosidade"
"EVORA",NULL,"85W90"
"EVORA",NULL,"ISO VG 150"
"EVORA",NULL,"ISO VG 68"
"EVORA",NULL,"SAE 10W30"
"EVORA",NULL,"SAE 10W40"
"EVORA",NULL,"SAE 15W40"
"EVORA",NULL,"SAE 75W90"
"EVORA",NULL,"SAE 85W140"
"EXTRALIFE",NULL,"-"
"EXTRALIFE",NULL,"80W90"
"EXTRALIFE",NULL,"SAE 10W40"
"EXTRALIFE",NULL,"SAE 15W40"
"EXXONMOBIL",NULL,"-"
"EXXONMOBIL",NULL,"220"
"EXXONMOBIL",NULL,"50/50"
"EXXONMOBIL",NULL,"68"
"EXXONMOBIL",NULL,"AT101"
"EXXONMOBIL",NULL,"ISO 320"
"EXXONMOBIL",NULL,"ISO 460"
"EXXONMOBIL",NULL,"ISO 55"
"EXXONMOBIL",NULL,"ISO VG 100"
"EXXONMOBIL",NULL,"ISO VG 1000"
"EXXONMOBIL",NULL,"ISO VG 220"
"EXXONMOBIL",NULL,"ISO VG 320"
"EXXONMOBIL",NULL,"S10"
"EXXONMOBIL",NULL,"SAE 10W30"
"EXXONMOBIL",NULL,"SAE 10W40"
"EXXONMOBIL",NULL,"SAE 140"
"EXXONMOBIL",NULL,"SAE 15W40"
"EXXONMOBIL",NULL,"SAE 20W30"
"EXXONMOBIL",NULL,"Syntheticn 75W90"
"Falub",NULL,"68"
"Falub",NULL,"Glicol"
"FENDT","EXTRA TRANS","SAE 15W40"
"FENDT","PREMIUM GRADE","SAE 15W40"
"FENDT","SUPER TRANS","80W90"
"FENDT","SUPER TRANS LS","80W90"
"FENDT",NULL,"-"
"FENDT",NULL,"68"
"FENDT",NULL,"80W90"
"FENDT",NULL,"ISO VG 68"
"FENDT",NULL,"SAE 15W40"
"FENDT",NULL,"SAE 80W140"
"FENDT",NULL,"SAE 80W90"
"FENDT",NULL,"SAE 85W140"
"FÊNIX",NULL,"ISO VG 46"
"Fleetguard",NULL,"-"
"Fleetguard",NULL,"50/50"
"Fleetguard",NULL,"Coolant"
"Fleetguard",NULL,"NÃO INFORMADO"
"Fleetguard",NULL,"No Informado"
"FLEETGUARD",NULL,"-"
"FLEETGUARD",NULL,"50/50"
"FLEETGUARD",NULL,"68"
"FLEETGUARD",NULL,"Collant"
"FLEETGUARD",NULL,"Coolant"
"FLEETGUARD",NULL,"NÃO INFORMADO"
"FLEETGUARD",NULL,"SAE 15W40"
"FORD",NULL,"-"
"FRAGOL",NULL,"ISO VG 220"
"FUCHS","Renolin VG","ISO VG 32"
"FUCHS",NULL,"-"
"FUCHS",NULL,"220"
"FUCHS",NULL,"22000"
"FUCHS",NULL,"220 EP"
"FUCHS",NULL,"32"
"FUCHS",NULL,"320"
"FUCHS",NULL,"32 POE"
"FUCHS",NULL,"40 (INACTIVO)"
"FUCHS",NULL,"460 WT"
"FUCHS",NULL,"585K"
"FUCHS",NULL,"68"
"FUCHS",NULL,"AW32"
"FUCHS",NULL,"EOS E2"
"FUCHS",NULL,"GRAU 1000"
"FUCHS",NULL,"ISO 120"
"FUCHS",NULL,"ISO 2"
"FUCHS",NULL,"ISO 220"
"FUCHS",NULL,"ISO 32"
"FUCHS",NULL,"ISO 320"
"FUCHS",NULL,"ISO 46"
"FUCHS",NULL,"ISO 460"
"FUCHS",NULL,"ISO 68"
"FUCHS",NULL,"ISO VG 10"
"FUCHS",NULL,"ISO VG 1000"
"FUCHS",NULL,"ISO VG 150"
"FUCHS",NULL,"ISO VG 220"
"FUCHS",NULL,"ISO VG 32"
"FUCHS",NULL,"ISO VG 320"
"FUCHS",NULL,"ISO VG 46"
"FUCHS",NULL,"ISO VG 460"
"FUCHS",NULL,"ISO VG 68"
"FUCHS",NULL,"ISO VG 680"
"FUCHS",NULL,"N 32"
"FUCHS",NULL,"NÃO INFORMADO"
"FUCHS",NULL,"NGLI-2"
"FUCHS",NULL,"PM 220"
"FUCHS",NULL,"SAE 10W40"
"FUCHS",NULL,"SAE 20"
"FUCHS",NULL,"SAE 5W30"
"FUCHS",NULL,"SAE 75W85"
"FUCHS",NULL,"SAE 75W90"
"FUCHS",NULL,"SHC 32"
"FYRQUEL (ICL)",NULL,"ISO VG 46"
"FYRQUEL (ICL)",NULL,"SAE 46"
"GARDNER BANVER",NULL,"ISO VG 150"
"GARDNER BANVER",NULL,"ISO VG 220"
"GE",NULL,"-"
"GE",NULL,"220"
"GE",NULL,"ISO VG 1000"
"GE",NULL,"ISO VG 68"
"GE",NULL,"NA"
"GE",NULL,"NÃO INFORMADO"
"GEA",NULL,"629"
"GEA",NULL,"ISO VG 220"
"GHT","Coolant ELC 50/50","-"
"GHT",NULL,"-"
"GHT",NULL,"50/50"
"GHT",NULL,"ATF"
"GHT",NULL,"Collant"
"GHT",NULL,"Coolant"
"GHT",NULL,"ISO VG 46"
"GHT",NULL,"SAE 10W40"
"GOLD",NULL,"HD 85W140"
"GOLD",NULL,"SAE 15W40"
"GOLD",NULL,"SAE 85W140"
"GT - Oil",NULL,"ISO VG 68"
"GT - Oil",NULL,"NGLI-2"
"GT - Oil",NULL,"SAE 15W40"
"GULF",NULL,"30W"
"GULF",NULL,"68"
"GULF",NULL,"80W"
"GULF",NULL,"80W90"
"GULF",NULL,"ATF"
"GULF",NULL,"AW 68 HLP"
"GULF",NULL,"ISO 68"
"GULF",NULL,"SAE 10W30"
"GULF",NULL,"SAE 10W40"
"GULF",NULL,"SAE 15W40"
"GULF",NULL,"SAE 30"
"GULF",NULL,"SAE 50"
"GULF",NULL,"SAE 5W30"
"GULF",NULL,"SAE 80"
"GULF",NULL,"SAE 80W90"
"GULF",NULL,"SAE 85W140"
"GULF",NULL,"SAE 90"
"HAVOLINE",NULL,"-"
"HAVOLINE",NULL,"50/50"
"HAVOLINE",NULL,"Coolant"
"HAVOLINE",NULL,"Fluide XLD FE"
"HAVOLINE",NULL,"NÃO INFORMADO"
"HAVOLINE",NULL,"SAE 0W20"
"HAVOLINE",NULL,"SAE 10W40"
"HAVOLINE",NULL,"SAE 15W40"
"HAVOLINE",NULL,"SAE 5W30"
"HIDRALUB",NULL,"-"
"HIDRALUB",NULL,"68"
"HIDRALUB",NULL,"ISO 68"
"HIDRALUB",NULL,"ISO VG 68"
"HIDRALUB",NULL,"NÃO INFORMADO"
"HIDROBAK",NULL,"-"
"HIDROBAK",NULL,"68"
"HIDROBAK",NULL,"HIDROBAK HV 68"
"HIDROBAK",NULL,"HY-TRAN"
"HIDROBAK",NULL,"ISO 46"
"HITACHI",NULL,"-"
"HITACHI",NULL,"46"
"HITACHI",NULL,"Coolant"
"HITACHI",NULL,"EX 46"
"HITACHI",NULL,"HOTEMP SUPER CH 2-100"
"HITACHI",NULL,"Hydrau"
"HITACHI",NULL,"ISO 46"
"HITACHI",NULL,"ISO VG 46"
"HITACHI",NULL,"ISO VG 68"
"HITACHI",NULL,"NÃO INFORMADO"
"HITACHI",NULL,"SAE 0W40"
"HITACHI",NULL,"SAE 10W30"
"HITACHI",NULL,"SAE 46"
"HITACHI",NULL,"ZH46"
"HONDA",NULL,"-"
"HONDA",NULL,"SAE 10W30"
"HONDA",NULL,"SAE 20W50"
"HOUGHTON",NULL,"-"
"HOUGHTON",NULL,"624"
"HOUGHTON",NULL,"626"
"HOUGHTON",NULL,"636"
"HOUGHTON",NULL,"68"
"HOUGHTON",NULL,"HYGARD"
"HOUGHTON",NULL,"ISO 32"
"HOUGHTON",NULL,"ISO 68"
"HOUGHTON",NULL,"ISO VG 32"
"HOUGHTON",NULL,"ISO VG 68"
"HOUGHTON",NULL,"QUINTOLUBRIC"
"HOUGHTON",NULL,"SAE 40"
"IBRAVAN",NULL,"220"
"IBRAVAN",NULL,"68"
"IBRAVAN",NULL,"ISO VG 220"
"IBRAVAN",NULL,"ISO VG 320"
"IBRAVAN",NULL,"ISO VG 460"
"IBRAVAN",NULL,"ISO VG 68"
"IBRAVAN",NULL,"SAE 85W140"
"INGERSOLL RAND",NULL,"-"
"INGERSOLL RAND",NULL,"10W (inactive)"
"INGERSOLL RAND",NULL,"20W"
"INGERSOLL RAND",NULL,"46"
"INGERSOLL RAND",NULL,"50/50"
"INGERSOLL RAND",NULL,"68"
"INGERSOLL RAND",NULL,"Collant"
"INGERSOLL RAND",NULL,"Coolant"
"INGERSOLL RAND",NULL,"GAS LDI 40"
"INGERSOLL RAND",NULL,"ISO 46"
"INGERSOLL RAND",NULL,"ISO VG 32"
"INGERSOLL RAND",NULL,"ISO VG 46"
"INGERSOLL RAND",NULL,"NÃO INFORMADO"
"INGERSOLL RAND",NULL,"SAE 0W20"
"INGERSOLL RAND",NULL,"SAE 46"
"INGERSOLL RAND",NULL,"SAE 50"
"INGERSOLL RAND",NULL,"Techtrol"
"INGERSOLL RAND",NULL,"TELLUS 46"
"INGERSOLL-RAND",NULL,"ISO VG 46"
"INGERSOLL RAND ULTRA COOLANT",NULL,"-"
"INGERSOLL RAND ULTRA COOLANT",NULL,"20W"
"INGERSOLL RAND ULTRA COOLANT",NULL,"50/50"
"INGERSOLL RAND ULTRA COOLANT",NULL,"50W"
"INGERSOLL RAND ULTRA COOLANT",NULL,"Collant"
"INGERSOLL RAND ULTRA COOLANT",NULL,"Coolant"
"INGERSOLL RAND ULTRA COOLANT",NULL,"ISO 46"
"INGERSOLL RAND ULTRA COOLANT",NULL,"ISO VG 46"
"INGERSOLL RAND ULTRA COOLANT",NULL,"NÃO INFORMADO"
"INGERSOLL RAND ULTRA COOLANT",NULL,"SAE 10W"
"INGERSOLL RAND ULTRA COOLANT",NULL,"SAE 50"
"INGRAX",NULL,"-"
"INGRAX",NULL,"68"
"INGRAX",NULL,"AW 68 HLP"
"INGRAX",NULL,"HD 85W140"
"INGRAX",NULL,"HM68"
"INGRAX",NULL,"ISO VG 68"
"INGRAX",NULL,"SAE 10W"
"INGRAX",NULL,"SAE 15W30"
"INGRAX",NULL,"SAE 15W40"
"INGRAX",NULL,"SAE 30"
"INTERFLON",NULL,"NLGI 2"
"INTERLUB",NULL,"-"
"INTERLUB",NULL,"220"
"INTERLUB",NULL,"68"
"INTERLUB",NULL,"680"
"INTERLUB",NULL,"ISO 100"
"INTERLUB",NULL,"ISO 220"
"INTERLUB",NULL,"ISO 320"
"INTERLUB",NULL,"ISO VG 150"
"INTERLUB",NULL,"ISO VG 220"
"INTERLUB",NULL,"ISO VG 320"
"INTERLUB",NULL,"ISO VG 46"
"INTERLUB",NULL,"ISO VG 460"
"INTERLUB",NULL,"ISO VG 68"
"INTERLUB",NULL,"ISO VG 680"
"IORGASYNTH",NULL,"HM68"
"IORGASYNTH",NULL,"ISO 46"
"IPIRANGA","10W30 SL","SAE 10W30"
"IPIRANGA","ATF DEXRON II","ATF"
"IPIRANGA","ATF DEXRON III","ATF"
"IPIRANGA","BRUTUS PERFORMANCE 15W40 CI-4","SAE 15W40"
"IPIRANGA","BRUTUS PERFORMANCE 15W40 CJ-4","SAE 15W40"
"IPIRANGA","BRUTUS PERFORMANCE 15W40 CK-4","SAE 15W40"
"IPIRANGA","BRUTUS PROTECTION T5 15W40 CH-4","SAE 15W40"
"IPIRANGA","BRUTUS SINTÉTICO 10W40 E4","SAE 10W40"
"IPIRANGA","F1 MASTER PERFORMANCE 10W40","SAE 10W40"
"IPIRANGA","F1 MASTER PERFORMANCE 15W40 SL","SAE 15W40"
"IPIRANGA","F1 MASTER SINTÉTICO 5W30 SN/RC","SAE 5W30"
"IPIRANGA","IPIFLEX ULTRATECH CA SULF","NLGI 2"
"IPIRANGA","IPIRGEROL GL-4","80W90"
"IPIRANGA","IPIRGEROL GL-5","80W90"
"IPIRANGA","IPIRGEROL GL-5","SAE 85W140"
"IPIRANGA","IPIRGEROL GL-5","SAE 90"
"IPIRANGA","IPITUR AW HLP","68"
"IPIRANGA","IPITUR AW HLP","ISO VG 100"
"IPIRANGA","IPITUR AW HLP","ISO VG 46"
"IPIRANGA","IPITUR AW HLP","ISO VG 68"
"IPIRANGA","IPITUR XVI HVLP","ISO VG 46"
"IPIRANGA","IPITUR XVI HVLP","ISO VG 68"
"IPIRANGA","ISAFLUID 433 HD","SAE 30"
"IPIRANGA","ISAFLUID 434 TO","SAE 10W30"
"IPIRANGA","MOTO PROTECTION 20W50 SL","SAE 20W50"
"IPIRANGA","RADIADOR CAMINHÃO PRONTO PARA USO","-"
"IPIRANGA","SP ","ISO 220"
"IPIRANGA","SP ","ISO 320"
"IPIRANGA","SP ","ISO 460"
"IPIRANGA","SP ","ISO VG 150"
"IPIRANGA","SP ULTRATECH","ISO 220"
"IPIRANGA","SP ULTRATECH","ISO 320"
"IPIRANGA","ULTRAGEAR LS","80W90"
"IPIRANGA","ULTRAGEAR LS","SAE 85W140"
"IPIRANGA","ULTRAGEAR MB","SAE 40"
"IPIRANGA","ULTRAGEAR MB","SAE 80"
"IPIRANGA","ULTRAGEAR MB","SAE 90"
"IPIRANGA","ULTRAGEAR PREMIUM","80W90"
"IPIRANGA","ULTRAMO TURBO CT","SAE 50"
"IPIRANGA",NULL,"-"
"IPIRANGA",NULL,"150"
"IPIRANGA",NULL,"1 ATF"
"IPIRANGA",NULL,"220"
"IPIRANGA",NULL,"30W"
"IPIRANGA",NULL,"320"
"IPIRANGA",NULL,"40 (INACTIVO)"
"IPIRANGA",NULL,"424"
"IPIRANGA",NULL,"46"
"IPIRANGA",NULL,"460"
"IPIRANGA",NULL,"460 OH"
"IPIRANGA",NULL,"50/50"
"IPIRANGA",NULL,"50M"
"IPIRANGA",NULL,"50W"
"IPIRANGA",NULL,"5W40"
"IPIRANGA",NULL,"600 XP 460"
"IPIRANGA",NULL,"600 XP 68"
"IPIRANGA",NULL,"68"
"IPIRANGA",NULL,"680"
"IPIRANGA",NULL,"70W80"
"IPIRANGA",NULL,"70W90"
"IPIRANGA",NULL,"75W80"
"IPIRANGA",NULL,"80W"
"IPIRANGA",NULL,"80w140"
"IPIRANGA",NULL,"80W90"
"IPIRANGA",NULL,"85W40"
"IPIRANGA",NULL,"85W90"
"IPIRANGA",NULL,"Allison"
"IPIRANGA",NULL,"ATF"
"IPIRANGA",NULL,"ATF 200"
"IPIRANGA",NULL,"ATF MD3"
"IPIRANGA",NULL,"AW32"
"IPIRANGA",NULL,"AW 68 HLP"
"IPIRANGA",NULL,"Collant"
"IPIRANGA",NULL,"Coolant"
"IPIRANGA",NULL,"COOL-GARD"
"IPIRANGA",NULL,"EP 0"
"IPIRANGA",NULL,"EP 2"
"IPIRANGA",NULL,"EP 22 M"
"IPIRANGA",NULL,"Fluid DOT4"
"IPIRANGA",NULL,"Fluidmatic MV LV"
"IPIRANGA",NULL,"HD 30"
"IPIRANGA",NULL,"HD 85W140"
"IPIRANGA",NULL,"HIDROBAK HV 68"
"IPIRANGA",NULL,"HM68"
"IPIRANGA",NULL,"HO-46"
"IPIRANGA",NULL,"HYGARD"
"IPIRANGA",NULL,"ISO 100"
"IPIRANGA",NULL,"ISO 220"
"IPIRANGA",NULL,"ISO 2200"
"IPIRANGA",NULL,"ISO 320"
"IPIRANGA",NULL,"ISO 46"
"IPIRANGA",NULL,"ISO 460"
"IPIRANGA",NULL,"ISO 68"
"IPIRANGA",NULL,"ISO VG 100"
"IPIRANGA",NULL,"ISO VG 150"
"IPIRANGA",NULL,"ISO VG 220"
"IPIRANGA",NULL,"ISO VG 32"
"IPIRANGA",NULL,"ISO VG 320"
"IPIRANGA",NULL,"ISO VG 46"
"IPIRANGA",NULL,"ISO VG 460"
"IPIRANGA",NULL,"ISO VG 68"
"IPIRANGA",NULL,"ISO VG 680"
"IPIRANGA",NULL,"NA"
"IPIRANGA",NULL,"NÃO INFORMADO"
"IPIRANGA",NULL,"No Informado"
"IPIRANGA",NULL,"Óleo Diesel"
"IPIRANGA",NULL,"OMALA 150"
"IPIRANGA",NULL,"OMALA 220"
"IPIRANGA",NULL,"Plus 50"
"IPIRANGA",NULL,"Plus 85w140"
"IPIRANGA",NULL,"PM 460"
"IPIRANGA",NULL,"S10"
"IPIRANGA",NULL,"S500"
"IPIRANGA",NULL,"SAE 0W16"
"IPIRANGA",NULL,"SAE 0W20"
"IPIRANGA",NULL,"SAE 0W30"
"IPIRANGA",NULL,"SAE 0W50"
"IPIRANGA",NULL,"SAE 10W"
"IPIRANGA",NULL,"SAE 10W30"
"IPIRANGA",NULL,"SAE 10W40"
"IPIRANGA",NULL,"SAE 140"
"IPIRANGA",NULL,"SAE 140."
"IPIRANGA",NULL,"SAE 15W30"
"IPIRANGA",NULL,"SAE 15W40"
"IPIRANGA",NULL,"SAE 15W50"
"IPIRANGA",NULL,"SAE 20W30"
"IPIRANGA",NULL,"SAE 20W50"
"IPIRANGA",NULL,"SAE 30"
"IPIRANGA",NULL,"SAE 30W"
"IPIRANGA",NULL,"SAE 40"
"IPIRANGA",NULL,"SAE 46"
"IPIRANGA",NULL,"SAE 50"
"IPIRANGA",NULL,"SAE 5W30"
"IPIRANGA",NULL,"SAE 60"
"IPIRANGA",NULL,"SAE 75W140"
"IPIRANGA",NULL,"SAE 75W80"
"IPIRANGA",NULL,"SAE 75W85"
"IPIRANGA",NULL,"SAE 75W90"
"IPIRANGA",NULL,"SAE 80"
"IPIRANGA",NULL,"SAE 80W140"
"IPIRANGA",NULL,"SAE 80W90"
"IPIRANGA",NULL,"SAE 85W140"
"IPIRANGA",NULL,"SAE 90"
"IPIRANGA",NULL,"SHC 005"
"IPIRANGA",NULL,"TELLUS 68"
"IPIRANGA",NULL,"TO-30"
"IPIRANGA",NULL,"TO-46"
"IPIRANGA",NULL,"TRANSYND"
"IPIRANGA",NULL,"VG 68"
"IPITHERM",NULL,"-"
"IPITHERM",NULL,"ISO VG 460"
"JCB",NULL,"-"
"JCB",NULL,"2000"
"JCB",NULL,"4000"
"JCB",NULL,"668"
"JCB",NULL,"68"
"JCB",NULL,"85W90"
"JCB",NULL,"Coolant"
"JCB",NULL,"COOL-GARD"
"JCB",NULL,"Glicol"
"JCB",NULL,"GRAU 86"
"JCB",NULL,"HYGARD"
"JCB",NULL,"ISO 46"
"JCB",NULL,"ISO 68"
"JCB",NULL,"ISO VG 15"
"JCB",NULL,"ISO VG 46"
"JCB",NULL,"ISO VG 68"
"JCB",NULL,"Óleo Diesel"
"JCB",NULL,"S10"
"JCB",NULL,"S500"
"JCB",NULL,"SAE 10W"
"JCB",NULL,"SAE 10W30"
"JCB",NULL,"SAE 10W40"
"JCB",NULL,"SAE 10W50"
"JCB",NULL,"SAE 15W30"
"JCB",NULL,"SAE 15W40"
"JCB",NULL,"SAE 20W30"
"JCB",NULL,"SAE 30"
"JCB",NULL,"SAE 46"
"JCB",NULL,"SAE 50"
"JCB",NULL,"SAE 80W90"
"JCB",NULL,"SAE 85W140"
"JCB",NULL,"SAE 90"
"JCB",NULL,"TORQ GARD"
"JOHN DEERE","BREAK-IN","SAE 10W30"
"JOHN DEERE","Break-in-Plus","SAE 15W40"
"JOHN DEERE","Break-In Plus","SAE 10W30"
"JOHN DEERE","COOLGARD II 50/50","-"
"JOHN DEERE","Cool-Gard™ II Concentrado 50/50","50/50"
"JOHN DEERE","GL-5","SAE 85W140"
"JOHN DEERE","HYDRAU","ISO VG 46"
"JOHN DEERE","HYDRAU","ISO VG 68"
"JOHN DEERE","Hydrau-Gard","ISO VG 68"
"JOHN DEERE","Hy-Gard","SAE 10W30"
"JOHN DEERE","Óleo para Transmissão","85W90"
"JOHN DEERE","PLUS-4","SAE 10W30"
"JOHN DEERE","PLUS-50","SAE 15W40"
"JOHN DEERE","PLUS-50 II","SAE 15W40"
"JOHN DEERE","TORQ-GARD II","SAE 15W40"
"JOHN DEERE",NULL,"-"
"JOHN DEERE",NULL,"0,5"
"JOHN DEERE",NULL,"1005"
"JOHN DEERE",NULL,"102 EAL"
"JOHN DEERE",NULL,"10 EXCEL 68"
"JOHN DEERE",NULL,"10w50"
"JOHN DEERE",NULL,"10W (inactive)"
"JOHN DEERE",NULL,"2000"
"JOHN DEERE",NULL,"20W"
"JOHN DEERE",NULL,"220"
"JOHN DEERE",NULL,"30W"
"JOHN DEERE",NULL,"40W50"
"JOHN DEERE",NULL,"428"
"JOHN DEERE",NULL,"46"
"JOHN DEERE",NULL,"4600"
"JOHN DEERE",NULL,"460 OH"
"JOHN DEERE",NULL,"460 WT"
"JOHN DEERE",NULL,"50"
"JOHN DEERE",NULL,"50/50"
"JOHN DEERE",NULL,"550"
"JOHN DEERE",NULL,"5W20"
"JOHN DEERE",NULL,"5W40"
"JOHN DEERE",NULL,"68"
"JOHN DEERE",NULL,"70W90"
"JOHN DEERE",NULL,"75w140"
"JOHN DEERE",NULL,"75W80"
"JOHN DEERE",NULL,"80W"
"JOHN DEERE",NULL,"80w140"
"JOHN DEERE",NULL,"80W85"
"JOHN DEERE",NULL,"80W90"
"JOHN DEERE",NULL,"80W95"
"JOHN DEERE",NULL,"85W40"
"JOHN DEERE",NULL,"85W90"
"JOHN DEERE",NULL,"90"
"JOHN DEERE",NULL,"ATF"
"JOHN DEERE",NULL,"AW 68 HLP"
"JOHN DEERE",NULL,"Biodiesel B100"
"JOHN DEERE",NULL,"BP 46"
"JOHN DEERE",NULL,"Collant"
"JOHN DEERE",NULL,"Coolant"
"JOHN DEERE",NULL,"COOL-GARD"
"JOHN DEERE",NULL,"EX 46"
"JOHN DEERE",NULL,"GAS LDI 40"
"JOHN DEERE",NULL,"Glicol"
"JOHN DEERE",NULL,"HD 30"
"JOHN DEERE",NULL,"HD 60"
"JOHN DEERE",NULL,"HD 80W90"
"JOHN DEERE",NULL,"HD 85W140"
"JOHN DEERE",NULL,"HD - A 80W90"
"JOHN DEERE",NULL,"HD - A 85W90"
"JOHN DEERE",NULL,"Hidráulico"
"JOHN DEERE",NULL,"HIDROBAK HV 68"
"JOHN DEERE",NULL,"HM68"
"JOHN DEERE",NULL,"HO-46"
"JOHN DEERE",NULL,"HOTEMP SUPER CH 2-100"
"JOHN DEERE",NULL,"HOTEMP SUPER N PLUS"
"JOHN DEERE",NULL,"HV100"
"JOHN DEERE",NULL,"HV46"
"JOHN DEERE",NULL,"Hydrau"
"JOHN DEERE",NULL,"HYGARD"
"JOHN DEERE",NULL,"HY-TRAN"
"JOHN DEERE",NULL,"ISO 46"
"JOHN DEERE",NULL,"ISO 460"
"JOHN DEERE",NULL,"ISO 68"
"JOHN DEERE",NULL,"ISO VG 1000"
"JOHN DEERE",NULL,"ISO VG 220"
"JOHN DEERE",NULL,"ISO VG 320"
"JOHN DEERE",NULL,"ISO VG 46"
"JOHN DEERE",NULL,"ISO VG 460"
"JOHN DEERE",NULL,"ISO VG 68"
"JOHN DEERE",NULL,"ISO VG 68 (duplicado)"
"JOHN DEERE",NULL,"IV - A PLUS"
"JOHN DEERE",NULL,"LHM Plus"
"JOHN DEERE",NULL,"LUBRAX LITHPLUS HV 2"
"JOHN DEERE",NULL,"mobil"
"JOHN DEERE",NULL,"NA"
"JOHN DEERE",NULL,"NÃO INFORMADO"
"JOHN DEERE",NULL,"NLGI 00"
"JOHN DEERE",NULL,"No Informado"
"JOHN DEERE",NULL,"Óleo Diesel"
"JOHN DEERE",NULL,"Plus 50"
"JOHN DEERE",NULL,"PLUS 50 II"
"JOHN DEERE",NULL,"Plus 85w140"
"JOHN DEERE",NULL,"S10"
"JOHN DEERE",NULL,"S500"
"JOHN DEERE",NULL,"S 80W90"
"JOHN DEERE",NULL,"SAE 0W16"
"JOHN DEERE",NULL,"SAE 0W20"
"JOHN DEERE",NULL,"SAE 0W30"
"JOHN DEERE",NULL,"SAE 0W40"
"JOHN DEERE",NULL,"SAE 0W50"
"JOHN DEERE",NULL,"SAE 10W"
"JOHN DEERE",NULL,"SAE 10W30"
"JOHN DEERE",NULL,"SAE 10W40"
"JOHN DEERE",NULL,"SAE 10W50"
"JOHN DEERE",NULL,"SAE 140"
"JOHN DEERE",NULL,"SAE 140."
"JOHN DEERE",NULL,"SAE 15W30"
"JOHN DEERE",NULL,"SAE 15W40"
"JOHN DEERE",NULL,"SAE 15W50"
"JOHN DEERE",NULL,"SAE 15W60"
"JOHN DEERE",NULL,"SAE 20W30"
"JOHN DEERE",NULL,"SAE 20W40"
"JOHN DEERE",NULL,"SAE 20W50"
"JOHN DEERE",NULL,"SAE 20W60"
"JOHN DEERE",NULL,"SAE 25W40"
"JOHN DEERE",NULL,"SAE 25W50"
"JOHN DEERE",NULL,"SAE 30"
"JOHN DEERE",NULL,"SAE 46"
"JOHN DEERE",NULL,"SAE 50"
"JOHN DEERE",NULL,"SAE 5W30"
"JOHN DEERE",NULL,"SAE 5W40"
"JOHN DEERE",NULL,"SAE 60"
"JOHN DEERE",NULL,"SAE 68"
"JOHN DEERE",NULL,"SAE 75W140"
"JOHN DEERE",NULL,"SAE 75W85"
"JOHN DEERE",NULL,"SAE 75W90"
"JOHN DEERE",NULL,"SAE 80"
"JOHN DEERE",NULL,"SAE 80W140"
"JOHN DEERE",NULL,"SAE 80W90"
"JOHN DEERE",NULL,"SAE 85W140"
"JOHN DEERE",NULL,"SAE 90"
"JOHN DEERE",NULL,"TDH SPECIAL"
"JOHN DEERE",NULL,"TELLUS 46"
"JOHN DEERE",NULL,"TO-10"
"JOHN DEERE",NULL,"TO-46"
"JOHN DEERE",NULL,"Torilis 7200"
"JOHN DEERE",NULL,"TORQ GARD"
"JOHN DEERE",NULL,"WB101"
"JOHN DEERE",NULL,"ZH46"
"KAESER",NULL,"-"
"KAESER",NULL,"8000"
"KAESER",NULL,"ISO 100"
"KAESER",NULL,"ISO 46"
"KAESER",NULL,"ISO 460"
"KAESER",NULL,"ISO 68"
"KAESER",NULL,"ISO VG 100"
"KAESER",NULL,"ISO VG 150"
"KAESER",NULL,"ISO VG 32"
"KAESER",NULL,"ISO VG 46"
"KAESER",NULL,"ISO VG 460"
"KARTER",NULL,"SAE 5W30"
"KLUBER","GH 6-100 - PAG","ISO 100"
"KLUBER","KluberPlex","41-141"
"KLUBER","Klüber Summit NGSH","ISO VG 68"
"KLUBER","Klüber Summit R 200","Klüber Summit R 200"
"KLUBER","Klübersynth EG 4","ISO 460"
"KLUBER","Klübersynth EG 4","ISO VG 150"
"KLUBER","Klübersynth GH 6","ISO 220"
"KLUBER","Klübersynth GH 6","ISO 320"
"KLUBER","Klübersynth GH 6","ISO VG 100"
"KLUBER","Klübersynth GH 6","ISO VG 150"
"KLUBER",NULL,"-"
"KLUBER",NULL,"100"
"KLUBER",NULL,"16500"
"KLUBER",NULL,"2000"
"KLUBER",NULL,"20W"
"KLUBER",NULL,"220"
"KLUBER",NULL,"320"
"KLUBER",NULL,"41-141"
"KLUBER",NULL,"460"
"KLUBER",NULL,"4600"
"KLUBER",NULL,"460 OH"
"KLUBER",NULL,"68"
"KLUBER",NULL,"680"
"KLUBER",NULL,"GRAU 1000"
"KLUBER",NULL,"GRAU 130"
"KLUBER",NULL,"GRAU 400"
"KLUBER",NULL,"Grease"
"KLUBER",NULL,"ISO 100"
"KLUBER",NULL,"ISO 120"
"KLUBER",NULL,"ISO 220"
"KLUBER",NULL,"ISO 32"
"KLUBER",NULL,"ISO 320"
"KLUBER",NULL,"ISO 46"
"KLUBER",NULL,"ISO 460"
"KLUBER",NULL,"ISO 68"
"KLUBER",NULL,"ISO VG 100"
"KLUBER",NULL,"ISO VG 1000"
"KLUBER",NULL,"ISO VG 15"
"KLUBER",NULL,"ISO VG 150"
"KLUBER",NULL,"ISO VG 1500"
"KLUBER",NULL,"ISO VG 22"
"KLUBER",NULL,"ISO VG 220"
"KLUBER",NULL,"ISO VG 32"
"KLUBER",NULL,"ISO VG 320"
"KLUBER",NULL,"ISO VG 46"
"KLUBER",NULL,"ISO VG 460"
"KLUBER",NULL,"ISO VG 68"
"KLUBER",NULL,"ISO VG 680"
